yy,admin2,latitude,longitude,num_events,total_fatalities,event_type
2019,Abu Kamal,34.5333525925926,40.9068859259259,135,819,Battles
2019,Azaz,36.5488692307692,37.0417307692308,13,14,Violence against civilians
2019,Deir ez Zor,35.2742801587302,40.331826984127,126,235,Explosions/Remote violence
2019,Darayya,33.44305,36.21265,2,7,Battles
2019,Ar Raqqa,35.9392731707317,39.0883487804878,41,66,Battles
2019,Homs,34.6519777777778,36.9296555555556,9,44,Explosions/Remote violence
2019,Damascus,33.51471,36.28112,20,18,Violence against civilians
2019,Dara,32.688125409836,36.0988319672131,122,120,Battles
2019,Izra,32.8965891891892,36.1225972972973,37,38,Explosions/Remote violence
2019,Jarablus,36.7698096774194,37.9491935483871,31,38,Explosions/Remote violence
2019,Al Bab,36.4279340659341,37.5131087912088,91,100,Explosions/Remote violence
2019,Shahba,32.9056888888889,36.5939444444445,9,2,Battles
2019,Idleb,35.9351533333333,36.6674911111111,45,50,Violence against civilians
2019,Quneitra,33.1362,35.87456,10,11,Battles
2019,Ath Thawrah,35.8027142857143,38.6001428571429,7,17,Battles
2019,Lattakia,35.7220612244898,35.9307663265306,98,25,Explosions/Remote violence
2019,As Sweida,32.7153681818182,36.5597454545454,44,36,Battles
2019,Salkhad,32.5123625,36.7502625,8,4,Violence against civilians
2019,Deir ez Zor,35.2715578947369,40.3928873684211,95,94,Violence against civilians
2019,Menbij,36.553344117647,37.8919176470588,68,66,Battles
2019,Rural Damascus,33.44726,36.2633,10,21,Battles
2019,Harim,36.1979717391304,36.6657956521739,46,39,Explosions/Remote violence
2019,Jarablus,36.7894777777778,37.9869666666667,9,10,Battles
2019,Jisr Ash Shugur,35.8429583333333,36.329725,12,26,Battles
2019,As Sweida,32.7148626865671,36.555952238806,67,19,Violence against civilians
2019,Afrin,36.4816928571429,36.8320485714286,70,82,Battles
2019,Tadmor,34.837075862069,38.7525931034483,29,202,Battles
2019,As Salamiyeh,35.2097527777778,37.3146777777778,36,55,Explosions/Remote violence
2019,Al Mara,35.5792692307692,36.6532461538462,13,14,Violence against civilians
2019,Damascus,33.5229666666667,36.2797,3,12,Battles
2019,Jisr Ash Shugur,35.8842133333333,36.3344466666667,30,31,Violence against civilians
2019,Harim,36.20505,36.637015625,32,110,Battles
2019,Ain Al Arab,36.8155783783784,38.2658135135135,37,14,Explosions/Remote violence
2019,Damascus,33.5018588235294,36.2838764705882,17,30,Explosions/Remote violence
2019,Ariha,35.7727333333333,36.5579777777778,18,26,Battles
2019,Al Qardaha,35.4538,36.0511,1,2,Violence against civilians
2019,Qatana,33.2671,36.0986,1,0,Battles
2019,Jebel Saman,36.18331,36.95351,30,33,Violence against civilians
2019,Harim,36.2151795454546,36.6366772727273,44,49,Violence against civilians
2019,Muhradah,35.3441835570469,36.5812636744965,1192,226,Explosions/Remote violence
2019,Quamishli,36.9975936170213,41.2690425531915,47,38,Explosions/Remote violence
2019,Duma,33.3957,37.3874,8,25,Battles
2019,Jablah,35.3645,35.9305,2,1,Violence against civilians
2019,Ras Al Ain,36.8683523809524,40.1805880952381,42,33,Violence against civilians
2019,As Salamiyeh,35.06178,37.1155,5,21,Violence against civilians
2019,Hama,35.3148800399201,36.7348441117766,501,139,Explosions/Remote violence
2019,Shahba,32.87621875,36.60254375,16,9,Violence against civilians
2019,Rural Damascus,33.47641875,36.2722625,16,12,Explosions/Remote violence
2019,Duma,33.507,37.002125,4,5,Explosions/Remote violence
2019,Menbij,36.53512,37.92984,40,31,Explosions/Remote violence
2019,Ath Thawrah,35.8478133333333,38.54022,15,16,Violence against civilians
2019,Abu Kamal,34.6320914285714,40.81656,35,72,Violence against civilians
2019,Tadmor,34.70638125,38.71195625,16,65,Explosions/Remote violence
2019,As Sanamayn,33.0840375,36.1563875,8,6,Explosions/Remote violence
2019,Jarablus,36.7919571428572,37.9870857142857,7,9,Violence against civilians
2019,Ariha,35.7639,36.5402615384615,13,7,Violence against civilians
2019,Al Malikeyyeh,37.0289714285714,42.0280857142857,7,3,Violence against civilians
2019,Ar Rastan,34.897,36.7663333333333,3,5,Battles
2019,Darayya,33.434175,36.219075,4,6,Explosions/Remote violence
2019,Lattakia,35.742596969697,35.9513515151515,33,145,Battles
2019,Quamishli,36.92838,41.29476,15,20,Battles
2019,Ain Al Arab,36.8891,38.3521,10,10,Violence against civilians
2019,Tartous,34.8866,35.8934,1,0,Violence against civilians
2019,As Sweida,32.7370888888889,36.6021777777778,18,23,Explosions/Remote violence
2019,Menbij,36.4730583333333,37.9590333333333,12,7,Violence against civilians
2019,Ar Rastan,34.8834,36.72895,4,4,Violence against civilians
2019,Al Malikeyyeh,37.0706333333333,42.0591,9,21,Battles
2019,Homs,34.72035,36.7182,2,2,Violence against civilians
2019,Ain Al Arab,36.7466636363636,38.3985363636364,11,13,Battles
2019,Rural Damascus,33.4707333333333,36.2531,3,1,Violence against civilians
2019,Duma,33.56934,36.4043,5,2,Violence against civilians
2019,As Salamiyeh,35.054075,37.004475,4,13,Battles
2019,Al Malikeyyeh,37.163425,42.14001875,16,3,Explosions/Remote violence
2019,Shahba,33.08275,36.5255,2,1,Explosions/Remote violence
2019,Quneitra,33.1233066666667,35.8539733333333,15,6,Explosions/Remote violence
2019,Quneitra,33.1538,35.91,5,3,Violence against civilians
2019,Al Bab,36.4205692307692,37.5299769230769,13,7,Violence against civilians
2019,An Nabk,34.1552,36.7431,2,0,Battles
2019,Muhradah,35.336347826087,36.5332782608696,92,879,Battles
2019,Salkhad,32.5021333333333,36.7436,9,3,Battles
2019,Yabroud,33.9683,36.6594,1,0,Explosions/Remote violence
2019,An Nabk,34.07462,36.69538,5,5,Explosions/Remote violence
2019,Al Qusayr,34.5842,36.4537,3,2,Explosions/Remote violence
2019,Jablah,35.407,35.9479,5,0,Battles
2019,Hama,35.1337,36.7613,2,1,Violence against civilians
2019,Az Zabdani,33.7252,36.1024,1,0,Explosions/Remote violence
2019,Homs,34.676925,36.94775,4,12,Battles
2019,As Suqaylabiyah,35.5772,36.3731,2,0,Violence against civilians
2019,Az Zabdani,33.59855,36.1078,2,6,Battles
2019,Masyaf,35.10646,36.34592,5,19,Battles
2019,Salkhad,32.4902,36.7124,1,0,Explosions/Remote violence
2019,Yabroud,33.9683,36.6594,1,1,Violence against civilians
2019,Al Qutayfah,33.8442,36.5457,1,0,Violence against civilians
2019,Tadmor,34.7244,38.57885,2,12,Violence against civilians
2019,Muhradah,35.3503,36.5761333333333,3,2,Violence against civilians
2019,Tall Kalakh,34.6694,36.2585,1,1,Explosions/Remote violence
2019,Al Makhrim,34.7694,37.5585,1,4,Violence against civilians
2019,Safita,34.8669,36.1346,1,0,Explosions/Remote violence
2019,As Safira,36.0802,37.3755,1,1,Explosions/Remote violence
2019,Qatana,33.4335,36.1627,1,2,Violence against civilians
2018,Jebel Saman,36.1442537128712,37.0461759900989,808,380,Explosions/Remote violence
2018,Al Haffa,35.7336803191489,36.1857095744681,188,31,Explosions/Remote violence
2018,At Tall,33.6653,36.329,139,752,Violence against civilians
2018,As Suqaylabiyah,35.5223910792952,36.4030909691629,908,160,Explosions/Remote violence
2018,Jisr Ash Shugur,35.815112410072,36.2675559352517,556,167,Explosions/Remote violence
2018,Al Mara,35.5393012221423,36.715279798706,1391,600,Explosions/Remote violence
2018,Azaz,36.5236164948454,37.1026195876289,97,173,Battles
2018,Idleb,35.8753554973822,36.7714268760909,573,820,Explosions/Remote violence
2018,Al Bab,36.3929571428571,37.5356714285714,56,55,Battles
2018,As Salamiyeh,35.01794,37.11314,5,5,Violence against civilians
2018,Al Hasakeh,36.1568764705882,40.8524235294118,85,297,Battles
2018,Muhradah,35.3428454470878,36.5927503691549,1219,165,Explosions/Remote violence
2018,Hama,35.240627645051,36.7343755972696,586,188,Explosions/Remote violence
2018,Abu Kamal,34.570257620321,40.8851819518715,748,1972,Explosions/Remote violence
2018,Abu Kamal,34.579759090909,40.8518962809917,484,3493,Battles
2018,Idleb,35.8694741573034,36.8218891385768,267,650,Battles
2018,Deir ez Zor,35.2941627906977,40.2588906976744,129,487,Battles
2018,Idleb,35.9279607843138,36.7021019607843,102,169,Violence against civilians
2018,Jebel Saman,36.0897556786704,37.0366867036012,361,631,Battles
2018,Duma,33.4191339869281,36.6746633986927,306,2248,Battles
2018,Al Mayadin,34.9531461538462,40.5584288461538,104,553,Battles
2018,Rural Damascus,33.5092073770491,36.3630081967213,122,680,Battles
2018,Jarablus,36.7837416666667,37.9739638888889,36,40,Explosions/Remote violence
2018,Tell Abiad,36.6126604651163,38.9645093023256,43,49,Explosions/Remote violence
2018,Ar Raqqa,35.9443495575221,39.043585840708,113,184,Explosions/Remote violence
2018,Deir ez Zor,35.2987141025641,40.3513128205128,78,167,Violence against civilians
2018,Menbij,36.5107414634146,37.9332317073171,41,53,Explosions/Remote violence
2018,Harim,36.1983046875,36.64793125,64,77,Violence against civilians
2018,Ar Raqqa,35.9489096774194,39.0482903225807,31,35,Violence against civilians
2018,Ras Al Ain,36.8270193548387,40.0859935483871,31,45,Explosions/Remote violence
2018,Quamishli,37.008625,41.2476125,24,14,Violence against civilians
2018,Hama,35.3014523076923,36.9491630769231,130,664,Battles
2018,Jebel Saman,36.1476132075472,36.9869981132076,53,58,Violence against civilians
2018,Lattakia,35.7490826923077,35.9567663461538,104,35,Explosions/Remote violence
2018,Quamishli,37.03785,41.1864166666667,12,24,Battles
2018,Harim,36.2053879310345,36.6660706896552,58,107,Battles
2018,Al Haffa,35.7341333333333,36.1753194444445,36,149,Battles
2018,Damascus,33.5095833333333,36.2790979166666,48,63,Violence against civilians
2018,As Suqaylabiyah,35.5507725,36.363145,40,126,Battles
2018,Al Hasakeh,36.3673897058824,40.7611941176471,68,104,Violence against civilians
2018,Lattakia,35.7450125,35.9491583333333,24,131,Battles
2018,Duma,33.5504131578946,36.4496496491228,570,1500,Explosions/Remote violence
2018,Afrin,36.5373071186441,36.808703220339,590,815,Explosions/Remote violence
2018,Ariha,35.7415212121212,36.5436409090909,66,97,Battles
2018,Dara,32.6626425899281,36.1407414388487,695,438,Explosions/Remote violence
2018,As Sanamayn,33.0927111111111,36.145562962963,27,135,Battles
2018,Ras Al Ain,36.8417578947369,40.0707263157895,19,8,Violence against civilians
2018,Al Mara,35.5523955223881,36.798863880597,335,462,Battles
2018,Quneitra,33.1626448275862,35.8789793103448,29,61,Battles
2018,Darayya,33.4575666666667,36.2645111111111,9,4,Explosions/Remote violence
2018,Al Mayadin,34.957635,40.5602816666667,60,180,Explosions/Remote violence
2018,Menbij,36.53596,37.9452533333333,15,7,Battles
2018,Al Hasakeh,36.2141469072164,40.8366814432991,194,399,Explosions/Remote violence
2018,Quneitra,33.1488917197452,35.8782171974523,157,53,Explosions/Remote violence
2018,Ariha,35.7647027777778,36.5429494444444,180,108,Explosions/Remote violence
2018,Harim,36.1806244755245,36.6577972027972,143,209,Explosions/Remote violence
2018,As Sweida,32.7148342105263,36.6270842105263,38,35,Explosions/Remote violence
2018,Azaz,36.5719,37.0720222222222,9,10,Violence against civilians
2018,As Sweida,32.7153139534884,36.5717348837209,43,71,Violence against civilians
2018,Duma,33.44234,37.1658,10,13,Violence against civilians
2018,Al Mara,35.587755,36.697505,60,40,Violence against civilians
2018,Deir ez Zor,35.3452319444445,40.2446229166667,144,282,Explosions/Remote violence
2018,Ain Al Arab,36.8530275862069,38.1970517241379,29,15,Explosions/Remote violence
2018,Dara,32.6793745454546,36.1336945454546,55,133,Violence against civilians
2018,Al Mayadin,34.9612384615384,40.5664205128205,39,39,Violence against civilians
2018,Homs,34.8416817460317,36.6516551587301,252,80,Explosions/Remote violence
2018,Abu Kamal,34.6305444444445,40.8581523809524,63,126,Violence against civilians
2018,As Salamiyeh,35.0461401234568,37.0470938271605,162,60,Explosions/Remote violence
2018,As Sweida,32.7227803921568,36.6016274509804,51,364,Battles
2018,Quamishli,36.986275,41.27242,20,25,Explosions/Remote violence
2018,Muhradah,35.3279916666667,36.5643291666667,24,91,Battles
2018,Azaz,36.5051664705882,37.1043935294117,170,79,Explosions/Remote violence
2018,Afrin,36.5210867647059,36.8223485294117,68,51,Violence against civilians
2018,Jarablus,36.7495384615385,37.9819230769231,13,19,Battles
2018,Dara,32.7144959677419,36.0230697580645,248,638,Battles
2018,Al Bab,36.3769357142857,37.5307571428572,14,12,Violence against civilians
2018,Al Bab,36.4033647058824,37.5405735294117,68,47,Explosions/Remote violence
2018,Ath Thawrah,35.8854625,38.570775,8,4,Violence against civilians
2018,Ar Raqqa,35.9441107142857,39.0370857142857,28,19,Battles
2018,Jisr Ash Shugur,35.863059375,36.313640625,32,61,Battles
2018,Tadmor,34.5741615384615,38.7328538461538,26,215,Battles
2018,Afrin,36.5688273764259,36.7794825095058,526,1138,Battles
2018,As Suqaylabiyah,35.51677,36.40624,10,3,Violence against civilians
2018,As Sanamayn,33.0813179104478,36.097076119403,134,80,Explosions/Remote violence
2018,Tell Abiad,36.5775285714286,38.8901285714286,7,4,Violence against civilians
2018,Tadmor,34.6016095238095,38.5325619047619,21,56,Explosions/Remote violence
2018,Al Qusayr,34.55245,36.5715333333333,6,5,Explosions/Remote violence
2018,Jarablus,36.8099545454546,37.9946909090909,11,6,Violence against civilians
2018,Shahba,32.8684625,36.609775,8,2,Violence against civilians
2018,Rural Damascus,33.5175581999999,36.3683673999999,500,1592,Explosions/Remote violence
2018,Ariha,35.7629583333333,36.5614916666667,12,13,Violence against civilians
2018,Izra,32.8477776785714,36.2393178571429,224,190,Explosions/Remote violence
2018,Izra,32.8595072916667,36.1496135416667,96,459,Battles
2018,Muhradah,35.31134,36.58482,5,5,Violence against civilians
2018,Lattakia,35.5391,35.7896,5,20,Violence against civilians
2018,Jisr Ash Shugur,35.9324068181818,36.3449181818182,44,41,Violence against civilians
2018,Salkhad,32.48335,36.6097,2,0,Violence against civilians
2018,Ras Al Ain,36.8263272727273,40.0727272727273,11,14,Battles
2018,Menbij,36.5252,37.93973,10,10,Violence against civilians
2018,Al Malikeyyeh,37.152825,42.2963,4,1,Battles
2018,Masyaf,35.0440086956522,36.4142826086956,23,13,Explosions/Remote violence
2018,As Salamiyeh,35.1626863636364,37.1787772727273,44,95,Battles
2018,Hama,35.1678538461539,36.7464461538462,13,52,Violence against civilians
2018,Masyaf,35.1011,36.3191,1,1,Violence against civilians
2018,Yabroud,33.9683,36.6594,1,0,Explosions/Remote violence
2018,Tall Kalakh,34.6684,36.2599,1,3,Violence against civilians
2018,Damascus,33.4813812500001,36.30148828125,128,1006,Battles
2018,Ath Thawrah,35.8302,38.54,5,5,Battles
2018,Masyaf,35.0662,36.3421,3,5,Battles
2018,Ain Al Arab,36.8891,38.3521,1,0,Violence against civilians
2018,Rural Damascus,33.4972111111111,36.3479055555556,18,47,Violence against civilians
2018,Ain Al Arab,36.8891,38.3521,2,0,Battles
2018,Tell Abiad,36.593725,38.944225,4,2,Battles
2018,Banyas,35.20115,35.9711,4,21,Explosions/Remote violence
2018,Izra,32.9093,36.1547071428572,14,12,Violence against civilians
2018,Al Qardaha,35.4538,36.0511,4,0,Explosions/Remote violence
2018,Shahba,32.9617952380953,36.5087761904762,21,18,Explosions/Remote violence
2018,Damascus,33.517461971831,36.2977457746479,284,255,Explosions/Remote violence
2018,Tartous,34.8866,35.8934,1,0,Explosions/Remote violence
2018,Ath Thawrah,35.8482571428571,38.6205857142857,7,8,Explosions/Remote violence
2018,Jablah,35.407,35.9479,7,0,Battles
2018,Homs,34.6932188679245,36.8198113207547,53,165,Battles
2018,Shahba,32.9811222222222,36.5466777777778,9,78,Battles
2018,Qatana,33.4387,36.0813,1,0,Battles
2018,Jablah,35.396375,35.94355,8,0,Explosions/Remote violence
2018,As Sanamayn,33.0601625,36.115675,8,31,Violence against civilians
2018,At Tall,33.6042,36.3118,1,0,Battles
2018,Quneitra,33.16245,35.8464,4,8,Violence against civilians
2018,Qatana,33.2780125,36.0496625,8,5,Explosions/Remote violence
2018,Ar Rastan,34.8857719858156,36.7760645390071,282,115,Explosions/Remote violence
2018,Ar Rastan,34.9053153846154,36.7301615384615,13,11,Violence against civilians
2018,Al Qutayfah,33.829288,36.918952,25,13,Explosions/Remote violence
2018,Salkhad,32.5317333333333,36.5783333333333,3,10,Battles
2018,Darayya,33.4579828571429,36.3000514285714,35,180,Battles
2018,At Tall,33.61215,36.2871,2,3,Explosions/Remote violence
2018,As Safira,35.7839,37.4998,1,1,Violence against civilians
2018,Al Makhrim,34.7800714285714,37.1527,7,5,Explosions/Remote violence
2018,Ar Rastan,34.8995057142857,36.7991542857143,35,78,Battles
2018,Homs,34.6979933333333,36.7170933333333,15,15,Violence against civilians
2018,Al Qusayr,34.5387,36.4734,1,0,Violence against civilians
2018,Tall Kalakh,34.7149714285714,36.2694285714286,7,6,Explosions/Remote violence
2018,Al Qutayfah,33.83595,36.93835,8,47,Battles
2018,An Nabk,34.0686,36.5419,3,2,Explosions/Remote violence
2018,Darayya,33.4579,36.303,4,6,Violence against civilians
2018,Jablah,35.3166,36.1242,1,0,Violence against civilians
2018,Az Zabdani,33.6440666666667,36.1249,3,6,Explosions/Remote violence
2018,Al Malikeyyeh,36.9286,42.09665,2,2,Violence against civilians
2018,Salkhad,32.5429,36.5962,1,1,Explosions/Remote violence
2018,As Safira,35.8699785714286,37.4347,14,3,Explosions/Remote violence
2018,As Safira,35.8259045454545,37.43215,22,1,Battles
2018,Al Malikeyyeh,37.1708555555556,42.2295111111111,9,0,Explosions/Remote violence
2018,Al Makhrim,34.7723,37.2788,1,0,Battles
2017,Ar Rastan,34.8788982993198,36.755200510204,588,212,Explosions/Remote violence
2017,Dara,32.6554526467757,36.1288774783443,1039,917,Explosions/Remote violence
2017,Hama,35.2290125094194,36.8026821401656,1327,642,Explosions/Remote violence
2017,Duma,33.5389981946625,36.5007055729986,1274,1030,Explosions/Remote violence
2017,Al Mara,35.5196419471153,36.7012945913461,832,860,Explosions/Remote violence
2017,Jebel Saman,36.1576155704699,37.065650134228,1490,1371,Explosions/Remote violence
2017,As Salamiyeh,35.0980604299363,37.3032790605097,1256,600,Explosions/Remote violence
2017,Abu Kamal,34.5331556113902,40.8770919597988,597,1400,Explosions/Remote violence
2017,Muhradah,35.3228938797811,36.5995631693989,915,445,Explosions/Remote violence
2017,Al Haffa,35.737667114094,36.1866765100671,149,123,Explosions/Remote violence
2017,Duma,33.5304709265176,36.6169031948881,626,1855,Battles
2017,Rural Damascus,33.5098900201611,36.3644631048387,992,964,Explosions/Remote violence
2017,As Safira,35.8662486956523,37.3841034782608,230,104,Explosions/Remote violence
2017,Idleb,35.9042819148936,36.7419172340425,470,1063,Explosions/Remote violence
2017,Lattakia,35.7374,35.9591387755102,98,94,Explosions/Remote violence
2017,Dara,32.6720934883722,36.0636020930234,430,1338,Battles
2017,As Salamiyeh,35.151707142857,37.3339007598783,658,1967,Battles
2017,Abu Kamal,34.6147485875706,40.7390016949154,177,621,Battles
2017,Al Mara,35.57350625,36.71204375,32,86,Violence against civilians
2017,Ar Raqqa,35.9405256368117,39.0573244042725,1217,3581,Explosions/Remote violence
2017,Dara,32.6888169491526,36.0707576271187,59,89,Violence against civilians
2017,Al Mayadin,34.9512748031496,40.5414,127,362,Battles
2017,Abu Kamal,34.5721977777778,40.8627822222222,45,78,Violence against civilians
2017,Jisr Ash Shugur,35.8212293948127,36.271715850144,347,286,Explosions/Remote violence
2017,As Safira,35.7733526315789,37.4665368421053,114,334,Battles
2017,Azaz,36.4933425219941,37.1017246334311,341,244,Explosions/Remote violence
2017,Afrin,36.5203022727273,36.8713579545454,88,30,Explosions/Remote violence
2017,Al Mara,35.50237,36.8039571428572,140,203,Battles
2017,Azaz,36.5173938547486,37.1202525139665,179,478,Battles
2017,Damascus,33.5230721518987,36.3141068354431,395,1036,Battles
2017,Ar Rastan,34.8619707692308,36.7290984615385,65,177,Battles
2017,Ariha,35.7474102040816,36.5572319727891,147,210,Explosions/Remote violence
2017,Quneitra,33.1627219931272,35.8587945017182,291,103,Explosions/Remote violence
2017,Hama,35.227800395257,36.8396557312253,506,1794,Battles
2017,Al Mayadin,34.9723190476189,40.5100219047619,420,1502,Explosions/Remote violence
2017,Qatana,33.3221132978723,35.9537164893617,188,580,Battles
2017,Rural Damascus,33.5185626344086,36.3628994623656,372,1034,Battles
2017,Deir ez Zor,35.3406628890662,40.1699287310454,1253,2938,Explosions/Remote violence
2017,Al Hasakeh,36.0907535211268,40.8133404929579,284,651,Explosions/Remote violence
2017,Homs,34.651652616279,37.0341305232558,344,1024,Battles
2017,Deir ez Zor,35.3582070175438,40.1404706140352,684,2465,Battles
2017,Muhradah,35.2729959677419,36.5888314516129,124,409,Battles
2017,Homs,34.8166742811502,36.6615940894569,626,728,Explosions/Remote violence
2017,As Suqaylabiyah,35.4918612612612,36.383677027027,444,236,Explosions/Remote violence
2017,Quamishli,36.9341,41.2997714285714,7,18,Battles
2017,Al Bab,36.3675197278911,37.5517295918368,294,1066,Explosions/Remote violence
2017,As Sanamayn,33.0757428571428,36.0991092857143,140,136,Explosions/Remote violence
2017,Jablah,35.3760909090909,35.9352454545455,11,40,Explosions/Remote violence
2017,Ras Al Ain,36.7699352941177,40.0684823529412,17,102,Explosions/Remote violence
2017,Duma,33.5400875,36.7117520833333,48,53,Violence against civilians
2017,As Suqaylabiyah,35.4830210526316,36.4071684210526,38,113,Battles
2017,Masyaf,35.0141473684211,36.3394473684211,19,46,Battles
2017,Menbij,36.1720409090909,37.9688402597403,154,380,Explosions/Remote violence
2017,Harim,36.1670461538462,36.6371628205129,156,486,Explosions/Remote violence
2017,Masyaf,35.0295040816327,36.424387755102,49,47,Explosions/Remote violence
2017,Idleb,35.9264129032258,36.6973387096774,93,100,Battles
2017,Damascus,33.5204370642202,36.3043192660551,545,535,Explosions/Remote violence
2017,Jebel Saman,36.1738142857144,37.0788815584417,385,915,Battles
2017,Qatana,33.3162900584796,35.9386956140351,342,112,Explosions/Remote violence
2017,Tell Abiad,36.6457666666667,38.93596,15,20,Violence against civilians
2017,Izra,32.8810825641026,36.2358287179488,195,119,Explosions/Remote violence
2017,Al Hasakeh,36.3893111111111,40.7529888888889,45,45,Violence against civilians
2017,Jisr Ash Shugur,35.8345272727273,36.2653590909091,22,34,Battles
2017,Al Haffa,35.72668,36.162928,25,35,Battles
2017,Deir ez Zor,35.3730964285714,40.1570803571429,112,230,Violence against civilians
2017,Rural Damascus,33.5162606060606,36.3526393939394,33,38,Violence against civilians
2017,At Tall,33.6653000000001,36.3290000000001,115,140,Violence against civilians
2017,Quneitra,33.177075,35.8627157407407,108,361,Battles
2017,As Sweida,32.708156097561,36.599587804878,41,116,Battles
2017,Idleb,35.9356486111111,36.6938972222222,72,76,Violence against civilians
2017,Al Bab,36.340897037037,37.5822666666667,270,750,Battles
2017,Al Hasakeh,36.1078819277108,40.7786891566265,83,436,Battles
2017,Afrin,36.5138,36.8557173913043,23,8,Battles
2017,As Sanamayn,33.0455,36.1424166666667,6,2,Violence against civilians
2017,Al Mayadin,35.008476,40.468804,50,108,Violence against civilians
2017,Jisr Ash Shugur,35.8937911764706,36.2854411764706,34,48,Violence against civilians
2017,Al Malikeyyeh,37.151325,42.144025,4,3,Violence against civilians
2017,An Nabk,34.054696,36.688782,50,40,Explosions/Remote violence
2017,Darayya,33.4579,36.303,14,35,Explosions/Remote violence
2017,As Sweida,32.7256,36.546,4,3,Violence against civilians
2017,Jarablus,36.7522346153846,37.9909269230769,26,37,Battles
2017,Al Makhrim,34.8129756097561,37.3435243902439,123,339,Battles
2017,Jebel Saman,36.2032117647059,37.1116323529412,34,51,Violence against civilians
2017,Harim,36.2203213114754,36.6501524590164,61,82,Violence against civilians
2017,Harim,36.1810770833333,36.6061916666667,48,90,Battles
2017,Lattakia,35.7922818181818,36.0065181818182,22,52,Battles
2017,Izra,32.8677805194805,36.0898207792208,77,242,Battles
2017,Darayya,33.4577333333333,36.2912777777778,27,11,Battles
2017,Izra,32.83723,36.07094,10,124,Violence against civilians
2017,Tadmor,34.7233483516483,38.5819604395604,182,192,Explosions/Remote violence
2017,Az Zabdani,33.6840664921465,36.1107837696336,191,146,Explosions/Remote violence
2017,Jarablus,36.7620666666667,37.9714,6,6,Explosions/Remote violence
2017,Ariha,35.732937254902,36.5715941176471,51,39,Battles
2017,Al Qutayfah,33.8266837837838,36.9033540540541,37,34,Explosions/Remote violence
2017,Homs,34.75129,36.665025,20,101,Violence against civilians
2017,Damascus,33.5166593220339,36.2981118644068,59,62,Violence against civilians
2017,As Safira,35.8916,37.4130833333333,6,11,Violence against civilians
2017,Menbij,36.1800662921348,37.9528629213483,178,285,Battles
2017,Ath Thawrah,35.8351268382354,38.5582029411765,272,683,Explosions/Remote violence
2017,Shahba,32.88835,36.4348,2,8,Violence against civilians
2017,Menbij,36.3060037037037,37.9822962962963,27,49,Violence against civilians
2017,Shahba,32.95132,36.6038066666667,15,52,Battles
2017,Al Malikeyyeh,37.0796666666667,41.9201333333333,3,3,Battles
2017,As Sanamayn,33.0507086956522,36.1341130434783,23,32,Battles
2017,Jarablus,36.7920384615384,37.9895730769231,26,27,Violence against civilians
2017,Ar Raqqa,35.947950867824,39.0467596795725,749,3717,Battles
2017,Tadmor,34.6683871148459,38.5828224089638,357,1093,Battles
2017,Tall Kalakh,34.6849068965517,36.2007551724138,29,0,Explosions/Remote violence
2017,Ar Rastan,34.8956875,36.708875,8,5,Violence against civilians
2017,Masyaf,34.8864,36.434,1,0,Violence against civilians
2017,Ain Al Arab,36.81135,38.1928333333333,6,27,Battles
2017,Ath Thawrah,35.8631485714286,38.5508257142857,35,57,Violence against civilians
2017,Shahba,32.9940166666667,36.59655,12,42,Explosions/Remote violence
2017,Al Bab,36.404196,37.523568,25,45,Violence against civilians
2017,Al Makhrim,34.8213534883721,37.3133767441861,86,26,Explosions/Remote violence
2017,Quamishli,36.94783,41.29198,20,51,Explosions/Remote violence
2017,As Sweida,32.7041571428572,36.5867964285714,28,10,Explosions/Remote violence
2017,Hama,35.2263166666667,36.80195,12,109,Violence against civilians
2017,Al Malikeyyeh,37.08722,42.0313066666667,15,50,Explosions/Remote violence
2017,Ain Al Arab,36.78195625,38.2941375,16,19,Explosions/Remote violence
2017,Ras Al Ain,36.8045611111111,40.0990666666667,18,13,Violence against civilians
2017,Quamishli,37.0591227272727,41.1642727272727,22,16,Violence against civilians
2017,Azaz,36.5179875,37.13499375,16,25,Violence against civilians
2017,As Salamiyeh,35.1005,37.25756,5,43,Violence against civilians
2017,Ar Raqqa,35.931334,39.076273,100,284,Violence against civilians
2017,Al Fiq,32.8328,35.7836,1,0,Violence against civilians
2017,Tell Abiad,36.4950352941176,38.9184,17,30,Battles
2017,Muhradah,35.2929888888889,36.5936777777778,9,74,Violence against civilians
2017,Al Qardaha,35.4538,36.0511,7,2,Explosions/Remote violence
2017,Afrin,36.5237333333333,36.8696666666667,3,1,Violence against civilians
2017,At Tall,33.6042,36.3118,3,1,Explosions/Remote violence
2017,Quneitra,33.21708,35.82934,5,4,Violence against civilians
2017,Ras Al Ain,36.9201111111111,40.2637666666667,9,23,Battles
2017,Tell Abiad,36.47635,38.9186395833334,48,83,Explosions/Remote violence
2017,Al Qusayr,34.5667357142857,36.5456142857143,14,10,Explosions/Remote violence
2017,Al Qutayfah,33.8556,37.0101,59,207,Battles
2017,An Nabk,34.0555244897959,36.6850693877551,49,290,Battles
2017,Yabroud,33.9712454545455,36.6237181818182,11,28,Battles
2017,Yabroud,33.9683,36.6594,6,4,Explosions/Remote violence
2017,Ariha,35.72726,36.56472,5,8,Violence against civilians
2017,Al Qusayr,34.619345,36.57495,20,95,Battles
2017,Salkhad,32.4238,36.6232,1,10,Battles
2017,An Nabk,34.03495,36.6823,2,2,Violence against civilians
